LINK,NAME,PARTY,STATE
https://www.india.gov.in/directory/whos-who/mla/thiru-shankar-kp-171435348854367,"Thiru SHANKAR, K.P.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-siva-vmeyyanathan-171435348868053,Thiru SIVA. V.MEYYANATHAN,Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-kandasamy-vp-171428836914990,"Thiru KANDASAMY, V.P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-kathiravan-s-171428836920431,"Thiru KATHIRAVAN, S.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-krishnaswamy-a-171428836959504,"Thiru KRISHNASWAMY, A.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-karthikeyan-p-171428836905442,"Thiru KARTHIKEYAN, P.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-karuppanan-kc-171428836943835,"Thiru KARUPPANAN, K.C.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mangudi-s-171428836965385,"Thiru MANGUDI, S.",Indian National Congress,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mani-gk-171428836990903,"Thiru MANI, G.K.",Pattali Makkal Katchi,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/dr-lakshmanan-r-171428836954434,"Dr. LAKSHMANAN, R.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-karunanithi-j-171428836894011,"Thiru KARUNANITHI, J.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mani-r-171428836997225,"Thiru MANI, R.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mahendran-c-171428836984190,"Thiru MAHENDRAN, C.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-manraj-em-171428836971917,"Thiru MANRAJ, E.M.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-maharajan-a-171435348383753,"Thiru MAHARAJAN, A.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mohamed-shanavas-j-171435348450138,"Thiru MOHAMED SHANAVAS, J.",Viduthalai Chiruthaigal Katchi,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-manian-os-171435348406756,"Thiru MANIAN, O.S.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-marimuthu-k-171435348411665,"Thiru MARIMUTHU, K.",Communist Party of India,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-manikannan-aj-171435348343998,"Thiru MANIKANNAN, A.J.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-mathiazhagan-d-171435348422526,"Thiru MATHIAZHAGAN, D.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-markandayan-gv-171435348456650,"Thiru MARKANDAYAN, G.V.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-krishnamurali-c-171435348377702,"Thiru KRISHNAMURALI, C.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-munusamy-kp-171435348426383,"Thiru MUNUSAMY, K.P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/prof-dr-manik-saha-171441695208088,Prof. (Dr.) Manik Saha,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-pranajit-singha-roy-171441695230309,Shri Pranajit Singha Roy,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ratan-lal-nath-171441695358310,Shri Ratan Lal Nath,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ram-pada-jamatia-171441695343382,Shri Ram Pada Jamatia,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-pinaki-das-chowdhury-171441695215071,Shri Pinaki Das Chowdhury,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sanjoy-manik-tripura-171441695375282,Shri Sanjoy Manik Tripura,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/smt-santana-chakma-171441695277408,Smt. Santana Chakma,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-subodh-deb-barma-171441695292115,Shri Subodh Deb Barma,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ratan-chakraborty-171441695245368,Shri Ratan Chakraborty,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-shyamal-chakraborty-171441695311241,Shri Shyamal Chakraborty,Communist Party of India  (Marxist),Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sambhu-lal-chakma-171441695269483,Shri Sambhu Lal Chakma,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sailendra-chandra-nath-171441695324376,Shri Sailendra Chandra Nath,Communist Party of India  (Marxist),Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ram-prasad-paul-171441695284952,Shri Ram Prasad Paul,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sudip-roy-barman-171441695390049,Shri Sudip Roy Barman,INDIAN NATIONAL CONGRESS,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ranjit-das-171441694662332,Shri Ranjit Das,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sudhangshu-das-171441695335246,Shri Sudhangshu Das,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ramu-das-171441695351297,Shri Ramu Das,Communist Party of India  (Marxist),Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sudip-sarkar-171441695383106,Shri Sudip Sarkar,Communist Party of India  (Marxist),Tripura
https://www.india.gov.in/directory/whos-who/mla/smt-swapna-das-paul-171441695406280,Smt. Swapna Das Paul,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-tinku-roy-171441695435916,Shri Tinku Roy,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sushanta-deb-171441695428281,Shri Sushanta Deb,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/smt-swapna-debbarma-171441695365393,Smt. Swapna Debbarma,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/smt-swapna-majumder-171441695443961,Smt. Swapna Majumder,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sukla-charan-noatia-171441695399156,Shri Sukla Charan Noatia,Indigenious Peoples Front of Tripura  ( IPFT ),Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-jahar-chakraborti,Shri Jahar Chakraborti,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-mukesh-choudhary-171460463100970,Shri Mukesh Choudhary,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nagendra-singh-rathour-171460463134222,Shri Nagendra Singh Rathour,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-mool-chandra-singh-171460463097413,Shri Mool Chandra Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nafees-ahmad-171460463104907,Shri Nafees Ahmad,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-mukesh-chandra-verma-171460463113774,Dr. Mukesh Chandra Verma,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-neel-ratan-singh-171460463182894,Shri Neel Ratan Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-navab-jan-171460463204244,Shri Navab Jan,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-neelima-katiyar-171460463192732,Smt. Neelima Katiyar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nahid-hasan-171460463129694,Shri Nahid Hasan,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nand-gopal-gupta-nandi-171460463121989,"Shri Nand Gopal Gupta ""Nandi""",Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-naseer-ahmad-khan-171460463175550,Shri Naseer Ahmad Khan,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-nadira-sultan-alias-bitiya-171460463117902,Smt. Nadira Sultan Alias Bitiya,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/mrs-naseem-solanki-171460463137529,Mrs. Naseem Solanki,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-mukta-sanjeev-raja-171460463108464,Smt. Mukta Sanjeev Raja,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-neelkanth-tiwari-171460463165351,Dr. Neelkanth Tiwari,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nandkishor-171460463125686,Shri Nandkishor,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nitin-agarwal-171460463077436,Shri Nitin Agarwal,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-pallavi-patel-171460463141085,Dr. Pallavi Patel,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-nirmal-verma-171460463218741,Shri Nirmal Verma,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-neeraj-bora-171460463153659,Dr. Neeraj Bora,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-ommani-varma-171460463172474,Smt. Ommani Varma,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-om-prakash-rajbhar-171460463198603,Shri Om Prakash Rajbhar,Suheldev Bhartiya Samaj Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-op-srivastava-171460463186671,Shri O.P. Srivastava,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-om-prakash-171460463092744,Shri Om Prakash,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-prabhu-narayan-yadav-171460463283974,Shri Prabhu Narayan Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pankaj-malik-171460463161934,Shri Pankaj Malik,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-omkumar-171460463149591,Shri Omkumar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-piyush-ranjan-nishad-171460463287490,Shri Piyush Ranjan Nishad,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-panchanand-pathak-pn-pathak-171460463145734,Shri Panchanand Pathak (P.n. Pathak),Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pankaj-gupta-171460463209764,Shri Pankaj Gupta,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-paltoo-ram-171460463169489,Shri Paltoo Ram,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pankaj-patel-171460463179417,Shri Pankaj Patel,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-persann-kumar-171460463223470,Shri Persann Kumar,Rastriya Lok Dal,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-prabhash-kumar-171460463032111,Shri Prabhash Kumar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-kumar-singh-urf-guddu-chaudhary-171460463260981,Shri Pradeep Kumar Singh Urf Guddu Chaudhary,Rastriya Lok Dal,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-pinki-singh-171460463228890,Smt. Pinki Singh,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-poonam-sankhwar-171460463240101,Smt. Poonam Sankhwar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pankaj-singh-171460463157987,Shri Pankaj Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/thiru-saravanan-pst-171435348754580,"Thiru SARAVANAN, P.S.T.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/dr-saraswathi-c-171435348830502,"Dr. SARASWATHI, C.",Bharatiya Janata party,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-sivakumar-c-171435348863745,"Thiru SIVAKUMAR, C.",Pattali Makkal Katchi,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-stalin-mk-171435348882119,"Thiru STALIN, M.K.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-shekar-rd-171435348845701,"Thiru SHEKAR, R.D.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/tmt-sivagamasundari-k-171435348887640,"Tmt. SIVAGAMASUNDARI, K.",Dravida Munnetra Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-vijayakumar-s,Thiru VIJAYAKUMAR S,Tamilaga Vettri Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-joseph-vijay-c,Thiru JOSEPH VIJAY C.,Tamilaga Vettri Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-ravishankar-m,Thiru RAVISHANKAR M.,Tamilaga Vettri Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/thiru-prabhakar-jcd,Thiru PRABHAKAR J.C.D.,Tamilaga Vettri Kazhagam,Tamil Nadu
https://www.india.gov.in/directory/whos-who/mla/sri-anumula-revanth-reddy-171441694929665,Sri ANUMULA REVANTH REDDY,INDIAN NATIONAL CONGRESS,Telangana
https://www.india.gov.in/directory/whos-who/mla/sri-akbaruddin-owaisi-171441695016588,Sri AKBARUDDIN OWAISI,All India Majlis - E - Ittehadul Muslimeen,Telangana
https://www.india.gov.in/directory/whos-who/mla/shri-asoke-chandra-mitra-171441695008954,Shri Asoke Chandra Mitra,Communist Party of India  (Marxist),Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-animesh-debbarma-171441694890932,Shri Animesh Debbarma,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-brishaketu-debbarma-171441695110424,Shri Brishaketu Debbarma,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-bikash-debbarma-171441694672361,Shri Bikash Debbarma,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-bhagaban--ch-das-171441694904688,Shri Bhagaban  Ch. Das,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-abhishek-debroy-171441694991501,Shri Abhishek Debroy,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/smt-antara-sarkar-deb-171441694943951,Smt. Antara Sarkar Deb,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-birajit-sinha-171441695056944,Shri Birajit Sinha,INDIAN NATIONAL CONGRESS,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-bindu-debnath-171441694967395,Shri Bindu Debnath,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ram-murti-verma-171460463428696,Shri Ram Murti Verma,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-rakesh-pandey-171460463405833,Shri Rakesh Pandey,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-rama-shankar-singh-171460463446639,Shri Rama Shankar Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramavatar-singh-saini-171460463449925,Shri Ramavatar Singh Saini,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-rakesh-kumar-goswami-171460463392277,Shri Rakesh Kumar Goswami,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-rajni-tiwari-171460463381286,Smt. Rajni Tiwari,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ram-feran-pandey-171460463425429,Shri Ram Feran Pandey,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-rajkumar-sahyogi-171460463408648,Shri Rajkumar Sahyogi,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramakant-yadav-171460463456698,Shri Ramakant Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-rakesh-kumar-yadav-171460463385374,Mr. Rakesh Kumar Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-rakesh-sachan-171460463421813,Shri Rakesh Sachan,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ram-achal-rajbhar-171460463439867,Shri Ram Achal Rajbhar,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ram-niwas-verma-171460463412465,Shri Ram Niwas Verma,Apna Dal(sone Lal),Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-chandra-mishra-171460463470825,Shri Ramesh Chandra Mishra,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ram-singh-patel-171460463463291,Shri Ram Singh Patel,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramapati-shastri-171460463459594,Shri Ramapati Shastri,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-jaiswal-171460463453472,Shri Ramesh Jaiswal,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramesh-singh-171460463475654,Shri Ramesh singh,Nirbal Indian Shoshit Hamara Aam Dal,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ramkesh-nishad-171460463466927,Shri Ramkesh Nishad,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-ajay-kumar-171448121728588,Dr. Ajay Kumar,Rastriya Lok Dal,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-alka-singh-arkvanshi-171448121761961,Smt. Alka Singh 'Arkvanshi',Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dipak-majumder-171441695473466,Shri Dipak Majumder,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-ranjit-debbarma-171441695300030,Shri Ranjit Debbarma,Tipra Motha Party,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-sushanta-chowdhury-171441695413513,Shri Sushanta Chowdhury,BHARATIYA JANATA PARTY,Tripura
https://www.india.gov.in/directory/whos-who/mla/shri-prateek-bhushan-singh-171460463253256,Shri Prateek Bhushan Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-pooja-pal-171460463235082,Smt. Pooja Pal,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-kumar-yadav-171460463245331,Shri Pradeep Kumar Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-prabhat-kumar-verma-171460463256662,Shri Prabhat Kumar Verma,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-shukla-171460463291207,Shri Pradeep Shukla,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-prakash-dwivedi-171460463275718,Shri Prakash Dwivedi,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-raghvendra-kumar-singh-171460463309411,Shri Raghvendra Kumar Singh,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-raghuraj-pratap-singh-171460463342403,Shri Raghuraj Pratap Singh,Jansatta Dal Loktantrik,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-pradeep-kumar-chaudhary-171460463264667,Shri Pradeep Kumar Chaudhary,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-pratibha-shukla-171460463302288,Smt. Pratibha Shukla,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-prem-pal-singh-dhangar-171460463312718,Shri Prem Pal Singh Dhangar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-premsagar-patel-171460463298611,Shri Premsagar Patel,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-purushottam-khandelwal-171460463305805,Shri Purushottam Khandelwal,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-puran-prakash-171460463272312,Shri Puran Prakash,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-pathak-171448121916181,Shri Brajesh Pathak,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-chetram-171448121983768,Shri Chetram,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-devendra-singh-171448122010869,Shri Devendra Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-deepak-patel-171448122015297,Mr. Deepak Patel,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-chandrapal-singh-171448121998545,Shri Chandrapal Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-d-c-verma-171448122002132,Dr. D. C. Verma,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-devendra-singh-lodhi-171448122007152,Shri Devendra Singh Lodhi,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/mr-dharmraj-nishad-171448122038611,Mr. Dharmraj Nishad,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dhirendra-singh-171448122028151,Shri Dhirendra Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-daya-shankar-singh-171448121980021,Shri Daya Shankar Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-devender-kumar-nim-171448121991352,Shri Devender Kumar Nim,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-dharmpal-singh-171448122024594,Dr. Dharmpal Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dharmesh-singh-tomar-171448122018272,Shri Dharmesh Singh Tomar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-deepak-kumar-mishra-shaka-171448121976534,"Shri Deepak Kumar Mishra ""Shaka""",Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dharmraj-singh-yadav-171448122031688,Shri Dharmraj Singh Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dharmpal-singh-171448122021579,Shri Dharmpal Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dudhram-171448122055542,Shri Dudhram,Suheldev Bhartiya Samaj Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dinanath-bhashkar-171448122041196,Shri Dinanath Bhashkar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dinesh-kumar-171448121718680,Shri Dinesh Kumar,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-durga-prasad-yadav-171448122034834,Shri Durga Prasad Yadav,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-dinesh-rawat-171448122049120,Shri Dinesh Rawat,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/mohd-faheem-irfan-171448122052417,Mohd. Faheem Irfan,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ghulam-mohammad-171448122073296,Shri Ghulam Mohammad,Rastriya Lok Dal,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-gulab-debi-171448122063167,Smt. Gulab Debi,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-gauri-shankar-verma-kori-171448122083375,Shri Gauri Shankar Verma (Kori),Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-ganesh-chandra-171448122059881,Shri Ganesh Chandra,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-gaurav-kumar-171448121721906,Shri Gaurav Kumar,Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/dr-g-s-dharmesh-171448122066824,Dr. G S Dharmesh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-girish-chandra-yadav-171448122069970,Shri Girish Chandra Yadav,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-geeta-shastri-pasi-171448122080650,Smt. Geeta Shastri (Pasi),Samajwadi Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-fateh-bahadur-171448122044702,Shri Fateh Bahadur,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-gudiya-devi-171448122086621,Smt. Gudiya Devi,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-gyanendra-singh-171448122077063,Shri Gyanendra Singh,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/shri-abhijeet-singh-sanga-171441695420246,Shri Abhijeet Singh Sanga,Bharatiya Janata Party,Uttar Pradesh
https://www.india.gov.in/directory/whos-who/mla/smt-aditi-singh-171441694698420,Smt. Aditi Singh,Bharatiya Janata Party,Uttar Pradesh
